date,location_key,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,new_intensive_care_patients,cumulative_intensive_care_patients,current_intensive_care_patients,new_ventilator_patients,cumulative_ventilator_patients,current_ventilator_patients
2020-07-12,US_VI,0.0,,,,,1.0,,,
2020-07-13,US_VI,0.0,,,,,2.0,,,
2020-07-14,US_VI,0.0,,,,,3.0,,,
2020-07-15,US_VI,0.0,,,,,2.0,,,
2020-07-16,US_VI,0.0,,,,,2.0,,,
2020-07-17,US_VI,0.0,,,,,2.0,,,
2020-07-18,US_VI,0.0,,,,,2.0,,,
2020-07-19,US_VI,0.0,,,,,2.0,,,
2020-07-20,US_VI,0.0,,,,,2.0,,,
2020-07-21,US_VI,1.0,1.0,5.0,,,1.0,,,
2020-07-22,US_VI,2.0,3.0,6.0,,,1.0,,,
2020-07-23,US_VI,0.0,3.0,4.0,,,1.0,,,
2020-07-24,US_VI,0.0,3.0,4.0,,,1.0,,,
2020-07-25,US_VI,0.0,3.0,8.0,,,3.0,,,
2020-07-26,US_VI,0.0,3.0,7.0,,,3.0,,,
2020-07-27,US_VI,1.0,4.0,5.0,,,3.0,,,
2020-07-28,US_VI,0.0,4.0,4.0,,,3.0,,,
2020-07-29,US_VI,0.0,4.0,5.0,,,5.0,,,
2020-07-30,US_VI,0.0,4.0,5.0,,,5.0,,,
2020-07-31,US_VI,0.0,4.0,7.0,,,6.0,,,
2020-08-01,US_VI,0.0,4.0,7.0,,,6.0,,,
2020-08-02,US_VI,0.0,4.0,7.0,,,6.0,,,
2020-08-03,US_VI,0.0,4.0,7.0,,,6.0,,,
2020-08-04,US_VI,0.0,4.0,7.0,,,6.0,,,
2020-08-05,US_VI,0.0,4.0,5.0,,,4.0,,,
2020-08-06,US_VI,1.0,5.0,5.0,,,4.0,,,
2020-08-07,US_VI,0.0,5.0,4.0,,,4.0,,,
2020-08-08,US_VI,0.0,5.0,6.0,,,4.0,,,
2020-08-09,US_VI,0.0,5.0,8.0,,,4.0,,,
2020-08-10,US_VI,0.0,5.0,6.0,,,4.0,,,
2020-08-11,US_VI,0.0,5.0,6.0,,,4.0,,,
2020-08-12,US_VI,0.0,5.0,7.0,,,3.0,,,
2020-08-13,US_VI,0.0,5.0,6.0,,,3.0,,,
2020-08-14,US_VI,0.0,5.0,6.0,,,3.0,,,
2020-08-15,US_VI,1.0,6.0,8.0,,,3.0,,,
2020-08-16,US_VI,2.0,8.0,8.0,,,2.0,,,
2020-08-17,US_VI,1.0,9.0,8.0,,,3.0,,,
2020-08-18,US_VI,12.0,21.0,21.0,,,3.0,,,
2020-08-19,US_VI,0.0,21.0,19.0,,,3.0,,,
2020-08-20,US_VI,0.0,21.0,14.0,,,3.0,,,
2020-08-21,US_VI,2.0,23.0,8.0,,,3.0,,,
2020-08-22,US_VI,0.0,23.0,9.0,,,3.0,,,
2020-08-23,US_VI,1.0,24.0,9.0,,,3.0,,,
2020-08-24,US_VI,1.0,25.0,10.0,,,4.0,,,
2020-08-25,US_VI,3.0,28.0,10.0,,,4.0,,,
2020-08-26,US_VI,3.0,31.0,10.0,,,4.0,,,
2020-08-27,US_VI,0.0,31.0,9.0,,,4.0,,,
2020-08-28,US_VI,0.0,31.0,10.0,,,4.0,,,
2020-08-29,US_VI,0.0,31.0,11.0,,,4.0,,,
2020-08-30,US_VI,0.0,31.0,11.0,,,3.0,,,
2020-08-31,US_VI,1.0,32.0,9.0,,,3.0,,,
2020-09-01,US_VI,2.0,34.0,11.0,,,3.0,,,
2020-09-02,US_VI,1.0,35.0,10.0,,,3.0,,,
2020-09-03,US_VI,0.0,35.0,8.0,,,2.0,,,
2020-09-04,US_VI,0.0,35.0,8.0,,,2.0,,,
2020-09-05,US_VI,0.0,35.0,7.0,,,2.0,,,
2020-09-06,US_VI,0.0,35.0,6.0,,,2.0,,,
2020-09-07,US_VI,0.0,35.0,6.0,,,2.0,,,
2020-09-08,US_VI,0.0,35.0,4.0,,,1.0,,,
2020-09-09,US_VI,0.0,35.0,4.0,,,1.0,,,
2020-09-10,US_VI,0.0,35.0,1.0,,,0.0,,,
2020-09-11,US_VI,1.0,36.0,1.0,,,0.0,,,
2020-09-12,US_VI,0.0,36.0,2.0,,,0.0,,,
2020-09-13,US_VI,0.0,36.0,2.0,,,0.0,,,
2020-09-14,US_VI,0.0,36.0,1.0,,,0.0,,,
2020-09-15,US_VI,0.0,36.0,3.0,,,0.0,,,
2020-09-16,US_VI,0.0,36.0,3.0,,,0.0,,,
2020-09-17,US_VI,0.0,36.0,3.0,,,0.0,,,
2020-09-18,US_VI,0.0,36.0,6.0,,,0.0,,,
2020-09-19,US_VI,0.0,36.0,4.0,,,0.0,,,
2020-09-20,US_VI,0.0,36.0,5.0,,,0.0,,,
2020-09-21,US_VI,0.0,36.0,4.0,,,0.0,,,
2020-09-22,US_VI,0.0,36.0,3.0,,,0.0,,,
2020-09-23,US_VI,0.0,36.0,4.0,,,1.0,,,
2020-09-24,US_VI,0.0,36.0,4.0,,,1.0,,,
2020-09-25,US_VI,0.0,36.0,4.0,,,1.0,,,
2020-09-26,US_VI,0.0,36.0,5.0,,,1.0,,,
2020-09-27,US_VI,0.0,36.0,4.0,,,1.0,,,
2020-09-28,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-09-29,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-09-30,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-10-01,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-10-02,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-10-03,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-10-04,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-10-05,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-10-06,US_VI,0.0,36.0,2.0,,,1.0,,,
2020-10-07,US_VI,0.0,36.0,2.0,,,1.0,,,
2020-10-08,US_VI,0.0,36.0,1.0,,,1.0,,,
2020-10-09,US_VI,0.0,36.0,2.0,,,1.0,,,
2020-10-10,US_VI,0.0,36.0,2.0,,,1.0,,,
2020-10-11,US_VI,0.0,36.0,4.0,,,1.0,,,
2020-10-12,US_VI,0.0,36.0,4.0,,,1.0,,,
2020-10-13,US_VI,0.0,36.0,4.0,,,1.0,,,
2020-10-14,US_VI,0.0,36.0,4.0,,,1.0,,,
2020-10-15,US_VI,0.0,36.0,4.0,,,1.0,,,
2020-10-16,US_VI,0.0,36.0,4.0,,,1.0,,,
2020-10-17,US_VI,0.0,36.0,4.0,,,1.0,,,
2020-10-18,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-10-19,US_VI,0.0,36.0,4.0,,,1.0,,,
2020-10-20,US_VI,0.0,36.0,4.0,,,1.0,,,
2020-10-21,US_VI,0.0,36.0,4.0,,,1.0,,,
2020-10-22,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-10-23,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-10-24,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-10-25,US_VI,0.0,36.0,2.0,,,1.0,,,
2020-10-26,US_VI,0.0,36.0,2.0,,,1.0,,,
2020-10-27,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-10-28,US_VI,0.0,36.0,2.0,,,1.0,,,
2020-10-29,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-10-30,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-10-31,US_VI,0.0,36.0,3.0,,,1.0,,,
2020-11-01,US_VI,1.0,37.0,4.0,,,2.0,,,
2020-11-02,US_VI,0.0,37.0,1.0,,,1.0,,,
2020-11-03,US_VI,0.0,37.0,0.0,,,0.0,,,
2020-11-04,US_VI,0.0,37.0,0.0,,,0.0,,,
2020-11-05,US_VI,0.0,37.0,0.0,,,0.0,,,
2020-11-06,US_VI,0.0,37.0,0.0,,,1.0,,,
2020-11-07,US_VI,0.0,37.0,1.0,,,1.0,,,
2020-11-08,US_VI,0.0,37.0,1.0,,,1.0,,,
2020-11-09,US_VI,0.0,37.0,1.0,,,1.0,,,
2020-11-10,US_VI,0.0,37.0,1.0,,,1.0,,,
2020-11-11,US_VI,0.0,37.0,3.0,,,0.0,,,
2020-11-12,US_VI,0.0,37.0,3.0,,,0.0,,,
2020-11-13,US_VI,0.0,37.0,3.0,,,0.0,,,
2020-11-14,US_VI,0.0,37.0,3.0,,,0.0,,,
2020-11-15,US_VI,0.0,37.0,1.0,,,0.0,,,
2020-11-16,US_VI,0.0,37.0,2.0,,,1.0,,,
2020-11-17,US_VI,0.0,37.0,1.0,,,1.0,,,
2020-11-18,US_VI,0.0,37.0,1.0,,,1.0,,,
2020-11-19,US_VI,0.0,37.0,1.0,,,1.0,,,
2020-11-20,US_VI,0.0,37.0,1.0,,,1.0,,,
2020-11-21,US_VI,1.0,38.0,2.0,,,0.0,,,
2020-11-22,US_VI,0.0,38.0,1.0,,,0.0,,,
2020-11-23,US_VI,0.0,38.0,0.0,,,0.0,,,
2020-11-24,US_VI,0.0,38.0,0.0,,,0.0,,,
2020-11-25,US_VI,0.0,38.0,0.0,,,0.0,,,
2020-11-26,US_VI,0.0,38.0,0.0,,,0.0,,,
2020-11-27,US_VI,0.0,38.0,0.0,,,0.0,,,
2020-11-28,US_VI,1.0,39.0,1.0,,,0.0,,,
2020-11-29,US_VI,0.0,39.0,1.0,,,0.0,,,
2020-11-30,US_VI,0.0,39.0,2.0,,,2.0,,,
2020-12-01,US_VI,0.0,39.0,2.0,,,1.0,,,
2020-12-02,US_VI,0.0,39.0,2.0,,,1.0,,,
2020-12-03,US_VI,1.0,40.0,2.0,,,1.0,,,
2020-12-04,US_VI,0.0,40.0,2.0,,,1.0,,,
2020-12-05,US_VI,0.0,40.0,2.0,,,1.0,,,
2020-12-06,US_VI,0.0,40.0,2.0,,,1.0,,,
2020-12-07,US_VI,0.0,40.0,1.0,,,0.0,,,
2020-12-08,US_VI,0.0,40.0,1.0,,,1.0,,,
2020-12-09,US_VI,0.0,40.0,1.0,,,1.0,,,
2020-12-10,US_VI,0.0,40.0,2.0,,,1.0,,,
2020-12-11,US_VI,2.0,42.0,3.0,,,2.0,,,
2020-12-12,US_VI,0.0,42.0,2.0,,,2.0,,,
2020-12-13,US_VI,0.0,42.0,3.0,,,2.0,,,
2020-12-14,US_VI,0.0,42.0,2.0,,,2.0,,,
2020-12-15,US_VI,0.0,42.0,3.0,,,2.0,,,
2020-12-16,US_VI,2.0,44.0,4.0,,,3.0,,,
2020-12-17,US_VI,0.0,44.0,3.0,,,2.0,,,
2020-12-18,US_VI,0.0,44.0,2.0,,,2.0,,,
2020-12-19,US_VI,0.0,44.0,2.0,,,2.0,,,
2020-12-20,US_VI,0.0,44.0,3.0,,,2.0,,,
2020-12-21,US_VI,0.0,44.0,4.0,,,2.0,,,
2020-12-22,US_VI,0.0,44.0,4.0,,,2.0,,,
2020-12-23,US_VI,0.0,44.0,3.0,,,2.0,,,
2020-12-24,US_VI,0.0,44.0,2.0,,,2.0,,,
2020-12-25,US_VI,0.0,44.0,1.0,,,2.0,,,
2020-12-26,US_VI,1.0,45.0,2.0,,,2.0,,,
2020-12-27,US_VI,0.0,45.0,2.0,,,2.0,,,
2020-12-28,US_VI,0.0,45.0,1.0,,,1.0,,,
2020-12-29,US_VI,4.0,49.0,4.0,,,4.0,,,
2020-12-30,US_VI,0.0,49.0,3.0,,,3.0,,,
2020-12-31,US_VI,0.0,49.0,2.0,,,2.0,,,
2021-01-01,US_VI,0.0,49.0,2.0,,,2.0,,,
2021-01-02,US_VI,0.0,49.0,2.0,,,2.0,,,
2021-01-03,US_VI,0.0,49.0,2.0,,,1.0,,,
2021-01-04,US_VI,0.0,49.0,1.0,,,1.0,,,
2021-01-05,US_VI,0.0,49.0,1.0,,,1.0,,,
2021-01-06,US_VI,0.0,49.0,1.0,,,1.0,,,
2021-01-07,US_VI,0.0,49.0,0.0,,,0.0,,,
2021-01-08,US_VI,0.0,49.0,0.0,,,0.0,,,
2021-01-09,US_VI,0.0,49.0,0.0,,,0.0,,,
2021-01-10,US_VI,0.0,49.0,0.0,,,0.0,,,
2021-01-11,US_VI,0.0,49.0,0.0,,,0.0,,,
2021-01-12,US_VI,0.0,49.0,0.0,,,0.0,,,
2021-01-13,US_VI,0.0,49.0,0.0,,,0.0,,,
2021-01-14,US_VI,0.0,49.0,0.0,,,0.0,,,
2021-01-15,US_VI,1.0,50.0,1.0,,,1.0,,,
2021-01-16,US_VI,0.0,50.0,1.0,,,1.0,,,
2021-01-17,US_VI,0.0,50.0,1.0,,,1.0,,,
2021-01-18,US_VI,0.0,50.0,1.0,,,1.0,,,
2021-01-19,US_VI,0.0,50.0,1.0,,,1.0,,,
2021-01-20,US_VI,0.0,50.0,1.0,,,0.0,,,
2021-01-21,US_VI,1.0,51.0,1.0,,,1.0,,,
2021-01-22,US_VI,1.0,52.0,1.0,,,1.0,,,
2021-01-23,US_VI,0.0,52.0,1.0,,,1.0,,,
2021-01-24,US_VI,0.0,52.0,1.0,,,1.0,,,
2021-01-25,US_VI,0.0,52.0,3.0,,,2.0,,,
2021-01-26,US_VI,0.0,52.0,3.0,,,1.0,,,
2021-01-27,US_VI,1.0,53.0,3.0,,,1.0,,,
2021-01-28,US_VI,2.0,55.0,5.0,,,0.0,,,
2021-01-29,US_VI,1.0,56.0,4.0,,,0.0,,,
2021-01-30,US_VI,0.0,56.0,3.0,,,1.0,,,
2021-01-31,US_VI,0.0,56.0,2.0,,,1.0,,,
2021-02-01,US_VI,0.0,56.0,2.0,,,1.0,,,
2021-02-02,US_VI,0.0,56.0,3.0,,,2.0,,,
2021-02-03,US_VI,0.0,56.0,3.0,,,2.0,,,
2021-02-04,US_VI,0.0,56.0,3.0,,,2.0,,,
2021-02-05,US_VI,0.0,56.0,3.0,,,2.0,,,
2021-02-06,US_VI,0.0,56.0,3.0,,,2.0,,,
2021-02-07,US_VI,0.0,56.0,4.0,,,2.0,,,
2021-02-08,US_VI,0.0,56.0,5.0,,,2.0,,,
2021-02-09,US_VI,0.0,56.0,5.0,,,2.0,,,
2021-02-10,US_VI,0.0,56.0,5.0,,,1.0,,,
2021-02-11,US_VI,0.0,56.0,6.0,,,1.0,,,
2021-02-12,US_VI,0.0,56.0,6.0,,,1.0,,,
2021-02-13,US_VI,0.0,56.0,2.0,,,0.0,,,
2021-02-14,US_VI,0.0,56.0,1.0,,,0.0,,,
2021-02-15,US_VI,0.0,56.0,1.0,,,0.0,,,
2021-02-16,US_VI,0.0,56.0,0.0,,,0.0,,,
2021-02-17,US_VI,0.0,56.0,0.0,,,0.0,,,
2021-02-18,US_VI,0.0,56.0,0.0,,,0.0,,,
2021-02-19,US_VI,0.0,56.0,0.0,,,0.0,,,
2021-02-20,US_VI,0.0,56.0,0.0,,,0.0,,,
2021-02-21,US_VI,0.0,56.0,0.0,,,0.0,,,
2021-02-22,US_VI,0.0,56.0,1.0,,,0.0,,,
2021-02-23,US_VI,1.0,57.0,4.0,,,0.0,,,
2021-02-24,US_VI,0.0,57.0,3.0,,,0.0,,,
2021-02-25,US_VI,0.0,57.0,3.0,,,0.0,,,
2021-02-26,US_VI,1.0,58.0,5.0,,,3.0,,,
2021-02-27,US_VI,0.0,58.0,2.0,,,0.0,,,
2021-02-28,US_VI,0.0,58.0,4.0,,,0.0,,,
2021-03-01,US_VI,0.0,58.0,5.0,,,3.0,,,
2021-03-02,US_VI,0.0,58.0,5.0,,,4.0,,,
2021-03-03,US_VI,0.0,58.0,5.0,,,4.0,,,
2021-03-04,US_VI,0.0,58.0,6.0,,,4.0,,,
2021-03-05,US_VI,0.0,58.0,5.0,,,3.0,,,
2021-03-06,US_VI,0.0,58.0,5.0,,,3.0,,,
2021-03-07,US_VI,0.0,58.0,3.0,,,3.0,,,
2021-03-08,US_VI,0.0,58.0,3.0,,,3.0,,,
2021-03-09,US_VI,1.0,59.0,3.0,,,3.0,,,
2021-03-10,US_VI,1.0,60.0,3.0,,,3.0,,,
2021-03-11,US_VI,1.0,61.0,5.0,,,5.0,,,
2021-03-12,US_VI,0.0,61.0,4.0,,,3.0,,,
2021-03-13,US_VI,0.0,61.0,4.0,,,3.0,,,
2021-03-14,US_VI,0.0,61.0,4.0,,,4.0,,,
2021-03-15,US_VI,0.0,61.0,6.0,,,4.0,,,
2021-03-16,US_VI,0.0,61.0,6.0,,,4.0,,,
2021-03-17,US_VI,0.0,61.0,5.0,,,4.0,,,
2021-03-18,US_VI,0.0,61.0,5.0,,,5.0,,,
2021-03-19,US_VI,0.0,61.0,4.0,,,4.0,,,
2021-03-20,US_VI,0.0,61.0,4.0,,,4.0,,,
2021-03-21,US_VI,0.0,61.0,4.0,,,4.0,,,
2021-03-22,US_VI,0.0,61.0,4.0,,,4.0,,,
2021-03-23,US_VI,0.0,61.0,4.0,,,4.0,,,
2021-03-24,US_VI,0.0,61.0,4.0,,,4.0,,,
2021-03-25,US_VI,0.0,61.0,5.0,,,5.0,,,
2021-03-26,US_VI,0.0,61.0,4.0,,,4.0,,,
2021-03-27,US_VI,0.0,61.0,2.0,,,2.0,,,
2021-03-28,US_VI,0.0,61.0,4.0,,,4.0,,,
2021-03-29,US_VI,0.0,61.0,5.0,,,4.0,,,
2021-03-30,US_VI,3.0,64.0,7.0,,,4.0,,,
2021-03-31,US_VI,0.0,64.0,6.0,,,4.0,,,
2021-04-01,US_VI,0.0,64.0,5.0,,,4.0,,,
2021-04-02,US_VI,0.0,64.0,5.0,,,4.0,,,
2021-04-03,US_VI,0.0,64.0,4.0,,,4.0,,,
2021-04-04,US_VI,0.0,64.0,4.0,,,4.0,,,
2021-04-05,US_VI,1.0,65.0,4.0,,,4.0,,,
2021-04-06,US_VI,1.0,66.0,5.0,,,4.0,,,
2021-04-07,US_VI,1.0,67.0,6.0,,,5.0,,,
2021-04-08,US_VI,2.0,69.0,6.0,,,4.0,,,
2021-04-09,US_VI,0.0,69.0,5.0,,,4.0,,,
2021-04-10,US_VI,0.0,69.0,4.0,,,4.0,,,
2021-04-11,US_VI,0.0,69.0,4.0,,,4.0,,,
2021-04-12,US_VI,1.0,70.0,5.0,,,4.0,,,
2021-04-13,US_VI,0.0,70.0,4.0,,,3.0,,,
2021-04-14,US_VI,0.0,70.0,4.0,,,4.0,,,
2021-04-15,US_VI,0.0,70.0,3.0,,,3.0,,,
2021-04-16,US_VI,0.0,70.0,3.0,,,3.0,,,
2021-04-17,US_VI,0.0,70.0,3.0,,,3.0,,,
2021-04-18,US_VI,0.0,70.0,3.0,,,2.0,,,
2021-04-19,US_VI,1.0,71.0,3.0,,,3.0,,,
2021-04-20,US_VI,0.0,71.0,1.0,,,1.0,,,
2021-04-21,US_VI,0.0,71.0,2.0,,,1.0,,,
2021-04-22,US_VI,1.0,72.0,2.0,,,1.0,,,
2021-04-23,US_VI,2.0,74.0,2.0,,,1.0,,,
2021-04-24,US_VI,0.0,74.0,2.0,,,1.0,,,
2021-04-25,US_VI,2.0,76.0,4.0,,,1.0,,,
2021-04-26,US_VI,1.0,77.0,4.0,,,3.0,,,
2021-04-27,US_VI,0.0,77.0,4.0,,,3.0,,,
2021-04-28,US_VI,0.0,77.0,3.0,,,2.0,,,
2021-04-29,US_VI,0.0,77.0,3.0,,,2.0,,,
2021-04-30,US_VI,0.0,77.0,3.0,,,3.0,,,
2021-05-01,US_VI,1.0,78.0,3.0,,,3.0,,,
2021-05-02,US_VI,0.0,78.0,3.0,,,3.0,,,
2021-05-03,US_VI,0.0,78.0,3.0,,,2.0,,,
2021-05-04,US_VI,0.0,78.0,3.0,,,2.0,,,
2021-05-05,US_VI,1.0,79.0,4.0,,,2.0,,,
2021-05-06,US_VI,0.0,79.0,4.0,,,1.0,,,
2021-05-07,US_VI,0.0,79.0,3.0,,,1.0,,,
2021-05-08,US_VI,0.0,79.0,3.0,,,0.0,,,
2021-05-09,US_VI,0.0,79.0,3.0,,,0.0,,,
2021-05-10,US_VI,0.0,79.0,4.0,,,0.0,,,
2021-05-11,US_VI,0.0,79.0,4.0,,,0.0,,,
2021-05-12,US_VI,0.0,79.0,2.0,,,0.0,,,
2021-05-13,US_VI,0.0,79.0,1.0,,,0.0,,,
2021-05-14,US_VI,0.0,79.0,1.0,,,0.0,,,
2021-05-15,US_VI,0.0,79.0,1.0,,,0.0,,,
2021-05-16,US_VI,1.0,80.0,2.0,,,0.0,,,
2021-05-17,US_VI,0.0,80.0,2.0,,,0.0,,,
2021-05-18,US_VI,0.0,80.0,1.0,,,0.0,,,
2021-05-19,US_VI,0.0,80.0,2.0,,,0.0,,,
2021-05-20,US_VI,0.0,80.0,2.0,,,0.0,,,
2021-05-21,US_VI,0.0,80.0,1.0,,,0.0,,,
2021-05-22,US_VI,0.0,80.0,1.0,,,0.0,,,
2021-05-23,US_VI,0.0,80.0,3.0,,,0.0,,,
2021-05-24,US_VI,0.0,80.0,2.0,,,0.0,,,
2021-05-25,US_VI,0.0,80.0,4.0,,,0.0,,,
2021-05-26,US_VI,0.0,80.0,5.0,,,0.0,,,
2021-05-27,US_VI,0.0,80.0,5.0,,,0.0,,,
2021-05-28,US_VI,0.0,80.0,5.0,,,0.0,,,
2021-05-29,US_VI,0.0,80.0,5.0,,,0.0,,,
2021-05-30,US_VI,0.0,80.0,5.0,,,1.0,,,
2021-05-31,US_VI,0.0,80.0,3.0,,,0.0,,,
2021-06-01,US_VI,0.0,80.0,4.0,,,1.0,,,
2021-06-02,US_VI,1.0,81.0,4.0,,,1.0,,,
2021-06-03,US_VI,0.0,81.0,4.0,,,1.0,,,
2021-06-04,US_VI,0.0,81.0,4.0,,,2.0,,,
2021-06-05,US_VI,0.0,81.0,6.0,,,2.0,,,
2021-06-06,US_VI,0.0,81.0,5.0,,,2.0,,,
2021-06-07,US_VI,0.0,81.0,7.0,,,2.0,,,
2021-06-08,US_VI,3.0,84.0,8.0,,,3.0,,,
